Algorithm,Window Loss Metric,Window Loss Threshold,Calibration Percentile,F1 (%),Precision (%),Recall (%),Individual Acc. (%),Optimal Subject Threshold (%),TP,FP,FN,TN,Left Channel FPR Healthy (%),Right Channel FPR Healthy (%),Channel FPR Population
TAAE,MSE,0.4273563,85.0,2.25,1.14,59.55,100.0,5.0,53,4579,36,21249,17.86,18.07,test healthy windows (no fully healthy test subject found)
